text,dialect
@Docledo بس ميسي مع برشلونة لو يحاصر بـ٣ بتلاقيه بلاقي الحل وبيظهر وبيصنع شيء الغريب أنو مو نفس الشي عم يظهر على مستوى المنتخب!!,SY
@F2oDesigns اذا ممكن تشوفين الدايركت,KW
@aljahane صح البهايم ضروري ينحط لها خطام ... عسى ما يصح لسانج .. بس هالمره صدقتي #مجلس_الشيوخ_الامريكي,QA
@PlusKuwait احنا نام على. سماع القرآن بس شقول,KW
كاسات الصباح بالفرح ملئ,JO
@Toomaa_6 حبيبة قلبي منور بصاحبته,BH
هينساك فى ثلاث دقايق ويمكن اقل كمان https://t.co/QXASNzPSWm,EG
"أكثر إنسان محظوظ فالعالم اللي :
#
#
ياكل على كيفه ولا يمتن ☹️💔
#
🍕🍟🍦🍫🍬",OM
وانا توحشتك أكثر يا شوش الحلوة 😗👭 https://t.co/9zyzOeQDUU,TN
@maldookhi ليش ما أقدر أشوف التغريدة.. حطلنا كابجر,AE
ولا يجبر الكسر ألف إعتذار ..,BH
ما أكثر التغريدات يلي بيجي عبالي حط عليها هأهأهأ بس برجع بقول يلا معليش إخواننا في تويتر.,LB
"@ENAD_Alotaibi ياعناد ماعاد به مثل هذي ولا به علوم طافيتٍ ضوكم  ⏳،، 
هههههههههههههه",SA
@thatelshejoonel @MEalhammadi خليج بعيد عن بلادي مرتاحين مب مأذين ولا ضارين حد لاتتدخلين وتتفلسفين شكرا,AE
@MouakherAhmed عندنا شكون في العايلة لقى روحو مقيد نهار الإنتخابات,TN
@AHADI4 يا اهلا اخ عبد الهادي .. الامس فقط تكلمت عن غيابك و هقد رجعت 😍,DZ
@bujsem @alainfcae لو فزنا بضحك اسبوع الستر يا رب,AE
إلى خواريف مجلس الشعب السوري واحد منكن يطلع و يوجه إنتقاد صغير لبشار الأسد ولو بالاتفاق بينكم و بينه مو مشان شي بس والله مي حلوة مشان سالفة صغيرة يروح فيها ترامب و صاحبكم روح البلد باللي فيها و لساته قاعد ع تلتها.. لعمى والله شي يدعو للقلق.. 😂😂,SY
قاعده انا واخويا بقوله انا زهقانه تعاال فسحني بيقولي حاضر تعالي اخدك نقعد في الصاله🌚😂😂,PL
بتحطها بذمتك اني بقبض فلوس على هالحكي !؟؟؟ حسبي الله ونعم الوكيل فيك تلاقيها إن شاء الله بصحتك يا واطي ما رخيص غيرك ! متكبر ع ايش بعرفش!! https://t.co/evQ2UP06T1,PL
"اعرف واحد من الربع حتى الخردة اللي بطفاية سيارتة صرفها 🙄

#الوضع_هريسة
#المعاش",KW
لا يا معلم .. بعيدا عن اهلى و زمالك .. احنا بنحب ننشر غسلنا الوسخ عمرك شوفت مسلسل تركى او خليجى جايب العشوائيات عندهم ولا حتى فيلم امريكى جايب المصايب الى فى امريكا اكيد لا على الرغم من ان البلاد دى فيها اللى عندنا بنسبه كذلك الكوره و افتكر ماتش زمبابوي https://t.co/o6aQ4DLkt4,EG
@9Hmzh @Mo7med_FCB معذور بس لا يعيدها مره ثانيه,IQ
@HasamiBouchra الله يزين ايامك ا حبيبة,MA
@pYQm0f3bc25Xq59 @tajalsserosman من الحسابات الوهميه بفلوس ههههه,QA
مستغرب في ناس 24 على تويتر ياعطيهم الصحه قصدي ديما فاضيين هكي ماعندكم شي ايدروه..,LY
الجول كيبر بتاع شيفيلد احتمال كبير ينط من عالكوبري النهارده https://t.co/zzfFlRdPKb,EG
وكما يقول المثل انداري يا هنادي .... الله يتسر بكرا🙃,JO
@SALTAN2022S @nasser_duwailah 😂😂😂 هيه هاي الذله الماسكها عليه؟ الشعب كوله ختل، ليش حلال عليهم حرام عليه؟,IQ
للأسف حكومتي اجرائاتها فاشله وراح تصنع لنا ابطال من ورق ((وللأسف ممكن كثير يتبعهم))والسبب خنق المواطن من قبل الحكومه بالمساس بدخل عيشه,KW
ترا اللي بقلكن ماتتخرّجو من المدرسة وحتندمو واحلى ايام حياتكن بالمدرسة تفّو بخلقتو,LB
قبل ماتسلم ورقة الامتحان هتلاقي صوت بيهمس ف ودنك تغير اجابة معينه، غالبا ده شيطانك اوعى تسمع كلامه.,EG
"#ياشينك_وانت_سمين قصص ملهمة في الوسم ارادة وجمال 💪🏻، بالفعل السمنة ""تزيدك عمر اضعاف"" 🤢وفوق هذا ولاشي عليك حلو وش يحدك لتكميم ؟ اسلوب حياة ورياضة ،الرشاقة صحة وجمال مافي اجمل منها .",SA
@rajooai @qatarmn @jejealotaibii @bna_ar 😂😂😂😂😂😂😂😂 يقول المثل اذا م طالوك عابوك ولا هميتووووه🙄,BH
"حتى الهند مب قادرين تسجلون فيه 
راحت ايامك يا علاء حبيل https://t.co/D5D7LSOkT6",BH
"@haneensweid @samsoma_442 @mohamed_elbanay @Bitajarod @MohammedAssaf89 ولا يتكرر إنسان ع  وجه الكون يسعدوو الغالي #محمد عساف  
ويلي مو عاجبوو بنا قص ايييييي😊",SY
غير قولو لي فين باقي هاذ الاثمنة سير عند الgاورية حتى تخلص دوبل هههههه ملابس داخلية 80درهم😨 فين باقي هاد ثمن  😂😂😂😂😂😂غير توكل 🙊 https://t.co/i9Pu1Q6Ts5,MA
@Haiii60 سو وشم على ورقة و صورها على التلفون و تخيلها على عينك 🙃,BH
"@ahmedeltayeb888 اللي بيحيه ربه بيحبوه الناس 
وسيماهم في وجوههم 
سبحان الله كم انت كريه وخبيث 
وما ترجعش تقول بهزر مع الجمهور 
لما الناس تشتمك 
على فكره مش حلو ان الناس تشتمك لو فيه احساس وكرامه",EG
@t_ehab تماماً هاد الكلام اللي عليه علامات,SY
@Roky_Elwerfally مش موتي شي نبي نهيج بس ماضلمت الا وهيا متقربعه 😂😂,LY
مش رح نلتقي عبلاطة😏 https://t.co/XkNvjbp2iZ,PL
@haifa35499089 في واحد صحى بنصف الليل وخرج راسه من الشباك بيصيح انا عاوز حبيبتي بدياها رد عليه الصدى ااسكت ونام بطل سخافه,IQ
"اللي يعرف سفريات زينه وعندها عروضات 

يعلمني الله يجزاه خير 🌹",KW
@awad_m0 @hashmi_iman  فين ما حط نفع,YE
@Mhamad_sharief خلنا نشوف الحيوان شاو شنو يسوي ونشوف ليندلوف تحسن ولا حيوان وفرصة لمكتومناي يلعب ونشوف الرايق هيريرا 😍 ونشوف اليكسس مهاجم بعد #تجربة,IQ
@shooq_t222 هذا الله يسلمك اسمه سمو الامير الشيخ تميم بن حمد عمك أمير دوله قطر قصب راح تركعون له وقريب,QA
"ما رايكم بكلامه ...
وبكل صراحة ... http://t.co/sUGhewrYmk",LB
@Sh3aib ههههه شوف كلو موجود بس ما تقاطعك لما تسولف دي مستحيلة 😂😂😂 اقول اشتري كديسة احسن 🐈,SD
"يسعد دينكككك برشلوووووونه 
هههههههههههههههههههههههههههه",JO
@almhwoos @1libico الله يانسك شن في و ما في😆,LY
"وزير الفلاحة: سيكون للتونسيين نصيب من صابة زيت الزيتون
لعنة الله على اللي كان سبب أنك تكون وزير
لعنة الله على اللي إقترحك على اللي كان سبب أنك تكون وزير
لعنة الله على اللي من أول كارثة ما أقالكش
لعنة الله على اللي في قرارة نفسه يحتقرك و ما واجهكش",TN
"قطع لسانك يابوا لسانك قذر
#محمد_صلاح_فخر_العرب
والجول اللي جابه زعبلة ده 
صلاح جاب احسن منه  كتير صلاح جزمتة برقبة الف زي محرز بتاعكم ده
مستغربة اوي لو محرز دا اخفق ممكن واحد من بلده يطلع يقول عليه زي ما بيحصل عندنا كدا
عالم رمم بنت كلب
ربنا يخليك ياصلاح وينصرك بالعند فالكلاب https://t.co/0JBGwlZnV4",EG
محامي وماشي بسرعة .. إيه ده !! .. ده لازم يتضرب بالنار,EG
@NOHAD_GH ما تخافي ممكن يطلع الزلمة جبران باسيل,LB
@numidie10 بجديات نومى😇..توا معقولة بياكل سلاطة بس😐 ..هادو وحوش ياكلو لاخضر واليابس ويقولك بالفم مليان انى جيعااااااان نبى لعشى 😂😂😂😂😂😂😂😂😂😂,LY
"أنا مش خايف

وهاخاف من إيه
ده إللي يخاف بتخونه عينيه
إللي يخاف من العفريت يطلع له
يلبشه ولا فيش دوا ينفع له

العفريت:
بشر او فكر

نقل يارب https://t.co/HjlfuIDGuM",YE
@RahafAlbaidhani @MohmmadHasany خير ياستار هههههه منو يدور عليه,IQ
"@MoeAbulFailat 
اكل المطاعم والجاهز مضر بالصحة 😂😂",PL
@Alhitmi79 @aj_alsaadi ما يصير الثلاثاء نبي نشوف مباراه السد و بعدها مقابله منى السليطي 🤣,QA
"@EdyCohen تحمل تتكلم عن اسيادك 
وله بتشوف العجايب 
بنفضحك والله",AE
المزيد والمزيد برشلونه يلعب برشلونه يسجل ١/٤,QA
حرام ما ينعمل مسلسل برمضان 😂 https://t.co/dTtM9mfEr5,LB
"تلقاه يسرق في المنشورات ..ولاعبها بطاطا كبيرة🍠🍠🍠🍠.
وزيد تلقاهم يجرو وراه  حشومة كبيرة.
ههههههههههه😂😂😂
هاك كول 🌿🌿🌿🌿🌿",DZ
@IRannia يابنتي ارحمونا شوية وكفاية هري ونكت .. السيسي قاعد على قلبكم مهما عملتم خلاص .. جيم اوفر,EG
@ahmedbaday76 في عربية سودا تقريبا مش دفع رباعي كنت واقفة بعيد معرفش ديه تبع مين ؟,EG
".
ما زلت اقول ان الصدف ما تجيبك
ما جابتك وانتي بلا زوج وعيال ..💔
.
 لشاعرها  #بلال_الماضي|  @balmadi92  |
يستحق المتابعه 👏

#غرد_بشطر",JO
@B_alshamiya الحمدلله علي سلامتك ياوالدي الامير صباح الأحمد ياعسي روحي تفداك,KW
لمن تكون خروف وعارف نفسك ح يضحوا بيك https://t.co/DN7YikzYHS,SD
"#ايهاب_امير_في_رشيد_شو
ناااااري سخفت بالظحك و نااااااري ايهاااب سالا معايااا
#IhabAmir",MA
@arabqoute الوشاح مداير عليهن جميل 😉😉,LY
"@Fatma35898075 انا بكل صراحه مشفتش خطبته علشان احكم..
بس مصر فيها الالف من علماء الازهر وعلى راسهم اسامه الأزهرى خطبته سلسه وجميله
لاكن بصراحه مش معقول كده وزير الاوقاف بقى حكر على خطبة الجمعه فى التليفزيون",EG
@sana_jad عنجد ما فهمتي شو حكيت له له له له  ..  بحكيلك الي فتره ما بفوت نت كثير يعني بفوت اطل شوي وبطلع بس ..,PL
@hussainfallah94 مش عاجبك الحولي اللي فالنص؟,LY
@Betty1isslam1 احنا الاولين يعيطو علينا 😂,MA
"@ZiG980 🤔
أنا هاذ لخبر فاتني، كون قعدتلو مليح 😂",DZ
@nosaalmanhoosa انت فكيتي ريقك ولا لسه ✌️✌️,SD
هاتوا يوزر الانستجرام اعملكوا فولو,EG
تونى قاعده من النوم وياچر اول يوم دوام عقب الاجازه ... الوضع كلش ما يطمنش ياجدعان😩,KW
@MRNakhala في رن رن ياجرس محمد راكب ع الفرس،، لعبة طاق طاقية غير هيك ما يحاول اي حد اسمه محمد يلاقي اغنية🚶🏻‍♀️,PL
@RehabAKM @DRLayally الله يبارك فيج حبيبتي 😘❤️,AE
@alhajri_ali في واحد كان مرابط عند بيتنا القديم اللي طلعنا منه كان كل يوم الصبح يسلم بس على بنتي وكانت تعظيه مصروفها مال المدرسه وما كان يروح الا عند دريشتها واحنا ما نعطيه فما اييينا,QA
@safaa16111 أكيد كايني مرتو نافضيتو شي قلتة مسودة عيشتو حتى منتقم 😂😂😂😂,LB
@BaherElhassi 4000 شنو ازف تركب سياره 🤦🏻‍♂️,LY
@abdullahalsgyer @SlRbY0IitZtXkFk https://t.co/M09fLZ8gdl كلامه واضح دولة لها سيادة مو تحت اباط السعودية هذي اوضح   👍🏻,QA
ي راجل وان سرق جوالك ح تنسى الكل. قل رمزها ب قلبي ماحد يسرقه 🤣 https://t.co/TqXX1p6U62,KW
@duoagmal يا رب اثلج صدونا,PL
@maazenn_ عندك حق عشان كدة معظم الستات المحجبات المصريات بقو شبه شوال البطاطا او المخدة المدككة,EG
@MohamedBinZayed احنا وانتم شي واحد شعارنا الوفاء والمحبه وخلوا عدونا يهل دموع القهر والغبينه   عشتوا للمجد عنوان,SA
@you_bba وافي طول عمرك بوعبدالرحمن لاعدمتك افداك💐🌺,KW
@Zaaherrr ما تسوى يا اخوي.. رمضان كم يوم ويخلص والله يعودك ..,BH
@kwifya تي روح يا صدش انت واياه يا مصاروه,LY
@_REEm500 وانتي بخير وصحه وسلامه يارب,SA
@aIeaaa20 هههه امنيتك شوي صعبة 🐾,DZ
@TheSyrian_Tweet مظبوط وكل واحد وشطارته,SY
"#الخال_الورشفاني
#ورشفانة منطقة #العزيزية
""حسين الرحيبي الرياني "" أنخطف في منطقة #العزيزية يوم السبت الماضي... https://t.co/dtgtsZ7DiE",LY
عشان تعرفوا ليش إنتشر عندنا مرض السكر بشكل مخيف https://t.co/KwmGVb76YH,SA
@abdalowhab_ تويتر أحسن لك من الفيس بوك,YE
@ylrood عادي فوتهم حتى علفكرونة لمهم فوتهم وخلاص😂😂,LY
